Date,Close,Volume
2006-05-15,129.5,84029300
2006-05-16,129.30999755859375,62137600
2006-05-17,126.8499984741211,144789500
2006-05-18,126.20999908447266,87906300
2006-05-19,127.0999984741211,124309400
2006-05-22,126.12999725341797,110852800
2006-05-23,125.16999816894531,92006500
2006-05-24,126.16999816894531,168405000
2006-05-25,127.7300033569336,78977900
2006-05-26,128.3800048828125,62989700
2006-05-30,126.0999984741211,72419900
2006-05-31,127.51000213623047,86926200
2006-06-01,128.72999572753906,73721700
2006-06-02,129.0,91702600
2006-06-05,127.12000274658203,86105100
2006-06-06,126.80999755859375,130498600
2006-06-07,125.86000061035156,108599400
2006-06-08,125.75,204957200
2006-06-09,125.3499984741211,94972200
2006-06-12,123.98999786376953,95815900
2006-06-13,122.55000305175781,185688800
2006-06-14,123.5,163566400
2006-06-15,126.12000274658203,134057000
2006-06-16,124.6500015258789,94253500
2006-06-19,123.66999816894531,95804400
2006-06-20,124.08999633789062,65494700
2006-06-21,125.01000213623047,75008200
2006-06-22,124.45999908447266,74566100
2006-06-23,124.44000244140625,54107000
2006-06-26,124.98999786376953,37899600
2006-06-27,123.91000366210938,69780200
2006-06-28,124.75,62368100
2006-06-29,127.2699966430664,110634800
2006-06-30,127.27999877929688,54227800
2006-07-03,127.80000305175781,23914000
2006-07-05,127.06999969482422,69653400
2006-07-06,127.44000244140625,50100300
2006-07-07,126.61000061035156,81626500
2006-07-10,126.8499984741211,60964100
2006-07-11,127.41000366210938,73640800
2006-07-12,126.05000305175781,82561300
2006-07-13,124.0,102405700
2006-07-14,123.5199966430664,103242500
2006-07-17,123.33999633789062,81159000
2006-07-18,123.97000122070312,122771000
2006-07-19,125.69000244140625,133565300
2006-07-20,124.83000183105469,112259800
2006-07-21,123.94999694824219,101560000
2006-07-24,126.20999908447266,92884000
2006-07-25,126.66000366210938,95480700
2006-07-26,126.83000183105469,84525800
2006-07-27,126.70999908447266,87257100
2006-07-28,127.9800033569336,82137000
2006-07-31,127.8499984741211,49593100
2006-08-01,127.22000122070312,65225600
2006-08-02,128.0800018310547,64770900
2006-08-03,128.4199981689453,63693800
2006-08-04,128.1999969482422,96294200
2006-08-07,127.9000015258789,45377300
2006-08-08,127.41000366210938,90901300
2006-08-09,126.9800033569336,78910600
2006-08-10,127.37000274658203,69322300
2006-08-11,127.01000213623047,47482200
2006-08-14,127.11000061035156,57839000
2006-08-15,128.6300048828125,68143000
2006-08-16,129.6999969482422,71737600
2006-08-17,130.02999877929688,70992800
2006-08-18,130.69000244140625,58288400
2006-08-21,130.1300048828125,42133600
2006-08-22,130.1199951171875,60839900
2006-08-23,129.75999450683594,66592100
2006-08-24,129.64999389648438,57983000
2006-08-25,129.80999755859375,41756000
2006-08-28,130.42999267578125,52681500
2006-08-29,130.5800018310547,61817800
2006-08-30,130.66000366210938,50052200
2006-08-31,130.63999938964844,37510300
2006-09-01,131.4199981689453,48794500
2006-09-05,131.6699981689453,52348300
2006-09-06,130.50999450683594,53795600
2006-09-07,129.91000366210938,86269400
2006-09-08,130.27999877929688,45096300
2006-09-11,130.41000366210938,68496600
2006-09-12,131.69000244140625,69875600
2006-09-13,132.22000122070312,62898400
2006-09-14,132.22999572753906,57805400
2006-09-15,131.9600067138672,76703100
2006-09-18,132.13999938964844,64154100
2006-09-19,131.80999755859375,92089100
2006-09-20,132.50999450683594,75204100
2006-09-21,131.8699951171875,88932500
2006-09-22,131.47000122070312,65966800
2006-09-25,132.47999572753906,92299100
2006-09-26,133.5800018310547,73962700
2006-09-27,133.74000549316406,82432200
2006-09-28,133.69000244140625,58597500
2006-09-29,133.5800018310547,47966600
2006-10-02,133.0800018310547,51687400
2006-10-03,133.36000061035156,73108100
2006-10-04,134.9199981689453,80890500
2006-10-05,135.17999267578125,60505900
2006-10-06,135.00999450683594,64983600
2006-10-09,135.08999633789062,41176800
2006-10-10,135.27000427246094,56403700
2006-10-11,135.11000061035156,104071800
2006-10-12,136.27999877929688,59158600
2006-10-13,136.6300048828125,53944000
2006-10-16,136.83999633789062,42273000
2006-10-17,136.41000366210938,90500600
2006-10-18,136.58999633789062,86848600
2006-10-19,136.80999755859375,64063200
2006-10-20,136.83999633789062,48094500
2006-10-23,137.47000122070312,66219900
2006-10-24,137.8800048828125,53234900
2006-10-25,138.35000610351562,78105400
2006-10-26,138.77999877929688,66843700
2006-10-27,137.91000366210938,80238000
2006-10-30,137.80999755859375,49717800
2006-10-31,137.7899932861328,71274100
2006-11-01,136.86000061035156,83005600
2006-11-02,136.77999877929688,60693100
2006-11-03,136.5399932861328,71346400
2006-11-06,138.0800018310547,63303300
2006-11-07,138.61000061035156,63318900
2006-11-08,138.91000366210938,87517800
2006-11-09,138.17999267578125,95916300
2006-11-10,138.24000549316406,48991500
2006-11-13,138.5800018310547,59398200
2006-11-14,139.6199951171875,96704000
2006-11-15,140.02000427246094,76509600
2006-11-16,140.3800048828125,76728800
2006-11-17,140.4199981689453,56353800
2006-11-20,140.5,69174200
2006-11-21,140.63999938964844,51367900
2006-11-22,140.9199981689453,45505300
2006-11-24,140.35000610351562,30998000
2006-11-27,138.4199981689453,84545100
2006-11-28,139.02000427246094,106652900
2006-11-29,140.47000122070312,90034900
2006-11-30,140.52999877929688,83994300
2006-12-01,140.22000122070312,126080000
2006-12-04,141.2899932861328,87813200
2006-12-05,141.89999389648438,73374400
2006-12-06,141.77999877929688,53253200
2006-12-07,141.16000366210938,62857400
2006-12-08,141.4199981689453,79625500
2006-12-11,141.8300018310547,39779400
2006-12-12,141.72000122070312,77451600
2006-12-13,141.8699951171875,55520200
2006-12-14,143.1199951171875,64755200
2006-12-15,142.33999633789062,70857400
2006-12-18,141.9499969482422,48954600
2006-12-19,142.22000122070312,65023600
2006-12-20,142.13999938964844,41469600
2006-12-21,141.6199951171875,48698400
2006-12-22,140.75,62069100
2006-12-26,141.5800018310547,32696900
2006-12-27,142.50999450683594,39727100
2006-12-28,142.2100067138672,37288800
2006-12-29,141.6199951171875,45461200
2007-01-03,141.3699951171875,94807600
2007-01-04,141.6699981689453,69620600
2007-01-05,140.5399932861328,76645300
2007-01-08,141.19000244140625,71655000
2007-01-09,141.07000732421875,75680100
2007-01-10,141.5399932861328,72428000
2007-01-11,142.16000366210938,54476800
2007-01-12,143.24000549316406,55370600
2007-01-16,142.9600067138672,44871300
2007-01-17,143.02000427246094,50241400
2007-01-18,142.5399932861328,68177300
2007-01-19,142.82000732421875,56973000
2007-01-22,142.3800048828125,60253600
2007-01-23,142.8000030517578,54064400
2007-01-24,143.9499969482422,55834700
2007-01-25,142.25999450683594,73583800
2007-01-26,142.1300048828125,67255600
2007-01-29,142.0500030517578,66114600
2007-01-30,142.7899932861328,70407600
2007-01-31,143.75,91868600
2007-02-01,144.61000061035156,69312400
2007-02-02,144.80999755859375,49607000
2007-02-05,144.85000610351562,45705300
2007-02-06,144.88999938964844,57081300
2007-02-07,145.2100067138672,55669700
2007-02-08,145.02000427246094,70641000
2007-02-09,143.94000244140625,79084400
2007-02-12,143.4499969482422,65657000
2007-02-13,144.66000366210938,64081800
2007-02-14,145.61000061035156,66039400
2007-02-15,145.8000030517578,38715200
2007-02-16,145.72999572753906,39841800
2007-02-20,146.0399932861328,56911800
2007-02-21,145.97999572753906,63971600
2007-02-22,145.8699951171875,79067400
2007-02-23,145.3000030517578,71966200
2007-02-26,145.1699981689453,69192800
2007-02-27,139.5,274466500
2007-02-28,140.92999267578125,177536300
2007-03-01,140.50999450683594,212828600
2007-03-02,138.6699981689453,162574000
2007-03-05,137.35000610351562,143750400
2007-03-06,139.6999969482422,143333300
2007-03-07,139.55999755859375,115144900
2007-03-08,140.74000549316406,117891600
2007-03-09,140.77999877929688,107765100
2007-03-12,140.99000549316406,80366900
2007-03-13,138.25,190605200
2007-03-14,139.27999877929688,231853800
2007-03-15,139.47000122070312,132435900
2007-03-16,138.52999877929688,121531600
2007-03-19,140.1999969482422,96161200
2007-03-20,140.97000122070312,82147400
2007-03-21,143.2899932861328,152368700
2007-03-22,143.17999267578125,118942200
2007-03-23,143.38999938964844,74416800
2007-03-26,143.1999969482422,113787500
2007-03-27,142.86000061035156,99864600
2007-03-28,141.82000732421875,152907900
2007-03-29,141.97000122070312,139432700
2007-03-30,142.0,128194100
2007-04-02,142.16000366210938,79416400
2007-04-03,143.69000244140625,82417800
2007-04-04,143.85000610351562,63995200
2007-04-05,144.24000549316406,46822800
2007-04-09,144.44000244140625,50967400
2007-04-10,144.61000061035156,56620000
2007-04-11,144.02000427246094,106365700
2007-04-12,144.66000366210938,115534400
2007-04-13,145.32000732421875,84287000
2007-04-16,146.6999969482422,83064600
2007-04-17,147.08999633789062,108424100
2007-04-18,147.27000427246094,88345300
2007-04-19,147.22999572753906,102947700
2007-04-20,148.6199951171875,124114100
2007-04-23,148.05999755859375,77270800
2007-04-24,148.1199951171875,114471000
2007-04-25,149.47999572753906,108418800
2007-04-26,149.64999389648438,88741600
2007-04-27,149.52999877929688,108191100
2007-04-30,148.2899932861328,100874100
2007-05-01,148.6699981689453,134342700
2007-05-02,149.5399932861328,87129800
2007-05-03,150.35000610351562,86569700
2007-05-04,150.9199981689453,96409000
2007-05-07,150.9499969482422,63461400
2007-05-08,150.75,80584000
2007-05-09,151.16000366210938,102070100
2007-05-10,149.5800018310547,153617800
2007-05-11,150.86000061035156,113408900
2007-05-14,150.52999877929688,108027500
2007-05-15,150.57000732421875,180673300
2007-05-16,151.60000610351562,114166500
2007-05-17,151.3000030517578,101132800
2007-05-18,152.6199951171875,99182000
2007-05-21,152.5399932861328,174664600
2007-05-22,152.4199981689453,82148800
2007-05-23,152.44000244140625,133786600
2007-05-24,151.05999755859375,187593000
2007-05-25,151.69000244140625,83309200
2007-05-29,152.24000549316406,82020000
2007-05-30,153.47999572753906,129013600
2007-05-31,153.32000732421875,114866700
2007-06-01,154.0800018310547,107771700
2007-06-04,154.10000610351562,78008800
2007-06-05,153.49000549316406,126917900
2007-06-06,151.83999633789062,164096800
2007-06-07,149.10000610351562,232414600
2007-06-08,151.0399932861328,175886000
2007-06-11,151.3000030517578,102015600
2007-06-12,149.64999389648438,233898000
2007-06-13,151.88999938964844,193208200
2007-06-14,152.86000061035156,146396500
2007-06-15,153.07000732421875,154030800
2007-06-18,152.88999938964844,88537500
2007-06-19,153.27000427246094,110851700
2007-06-20,151.13999938964844,177119700
2007-06-21,151.97999572753906,205262000
2007-06-22,150.5500030517578,204964700
2007-06-25,149.8300018310547,232014400
2007-06-26,148.2899932861328,198445700
2007-06-27,150.39999389648438,213638000
2007-06-28,150.3800048828125,157705000
2007-06-29,150.42999267578125,199701800
2007-07-02,151.7899932861328,103357000
2007-07-03,152.33999633789062,54048400
2007-07-05,152.17999267578125,89279000
2007-07-06,152.97999572753906,81109000
2007-07-09,153.10000610351562,72348100
2007-07-10,150.9199981689453,180362600
2007-07-11,151.99000549316406,175607600
2007-07-12,154.38999938964844,133882500
2007-07-13,154.85000610351562,111794300
2007-07-16,154.8300018310547,98378700
2007-07-17,154.75,126201300
2007-07-18,154.47000122070312,237887400
2007-07-19,155.07000732421875,145212700
2007-07-20,153.5,245502500
2007-07-23,153.97000122070312,121183900
2007-07-24,151.3000030517578,256732400
2007-07-25,151.61000061035156,265214500
2007-07-26,148.02000427246094,467592500
2007-07-27,145.11000061035156,422987600
2007-07-30,147.3800048828125,283017500
2007-07-31,145.72000122070312,316976700
2007-08-01,146.42999267578125,467670000
2007-08-02,147.60000610351562,294758400
2007-08-03,143.8000030517578,359398200
2007-08-06,146.2100067138672,324980000
2007-08-07,147.77000427246094,232568700
2007-08-08,149.8300018310547,274930600
2007-08-09,145.38999938964844,357622100
2007-08-10,144.7100067138672,411018400
2007-08-13,145.22999572753906,181917200
2007-08-14,143.00999450683594,264134500
2007-08-15,141.0399932861328,323834000
2007-08-16,142.10000610351562,546743700
2007-08-17,144.7100067138672,388218100
2007-08-20,144.63999938964844,187320400
2007-08-21,144.92999267578125,157066400
2007-08-22,146.64999389648438,173156700
2007-08-23,146.52000427246094,203915300
2007-08-24,148.3300018310547,128901900
2007-08-27,146.9499969482422,113024300
2007-08-28,143.72000122070312,219790700
2007-08-29,146.5399932861328,207654200
2007-08-30,146.14999389648438,191817300
2007-08-31,147.58999633789062,185477500
2007-09-04,149.0800018310547,120062000
2007-09-05,147.7899932861328,166261800
2007-09-06,148.1300048828125,127878400
2007-09-07,146.07000732421875,235447600
2007-09-10,145.7899932861328,192305900
2007-09-11,147.49000549316406,162081900
2007-09-12,147.8699951171875,149554600
2007-09-13,148.91000366210938,154079000
2007-09-14,148.89999389648438,121911000
2007-09-17,148.10000610351562,109870800
2007-09-18,152.4600067138672,263759500
2007-09-19,153.36000061035156,193779900
2007-09-20,152.27999877929688,175186800
2007-09-21,151.97000122070312,141457500
2007-09-24,151.69000244140625,139450200
2007-09-25,151.38999938964844,142289900
2007-09-26,152.19000244140625,135547000
2007-09-27,153.08999633789062,102713300
2007-09-28,152.5800018310547,133372100
2007-10-01,154.3000030517578,148162300
2007-10-02,154.08999633789062,112978800
2007-10-03,153.77999877929688,119055900
2007-10-04,154.02000427246094,76864400
2007-10-05,155.85000610351562,134579700
2007-10-08,155.02000427246094,71280400
2007-10-09,156.47999572753906,94054300
2007-10-10,156.22000122070312,101711100
2007-10-11,155.47000122070312,233529100
2007-10-12,156.3300018310547,124546700
2007-10-15,155.00999450683594,161151900
2007-10-16,153.77999877929688,166525700
2007-10-17,154.25,216687300
2007-10-18,153.69000244140625,148367500
2007-10-19,149.6699981689453,297169900
2007-10-22,150.5399932861328,261989800
2007-10-23,151.75999450683594,180085100
2007-10-24,151.47999572753906,326694200
2007-10-25,151.83999633789062,237374500
2007-10-26,153.6199951171875,176484000
2007-10-29,154.1300048828125,106841000
2007-10-30,153.05999755859375,132981600
2007-10-31,154.64999389648438,220954400
2007-11-01,151.02999877929688,333040800
2007-11-02,151.1999969482422,331228200
2007-11-05,150.0500030517578,226841000
2007-11-06,152.07000732421875,177800500
2007-11-07,147.91000366210938,306639700
2007-11-08,147.16000366210938,374509900
2007-11-09,145.13999938964844,277745100
2007-11-12,143.6999969482422,243087800
2007-11-13,148.0800018310547,191117400
2007-11-14,147.6699981689453,230558800
2007-11-15,145.5399932861328,263111100
2007-11-16,145.7899932861328,308770600
2007-11-19,143.75999450683594,267746000
2007-11-20,144.63999938964844,414767500
2007-11-21,141.67999267578125,259012400
2007-11-23,144.1300048828125,77688400
2007-11-26,140.9499969482422,214232000
2007-11-27,142.57000732421875,293897900
2007-11-28,147.1300048828125,258596900
2007-11-29,147.17999267578125,199409900
2007-11-30,148.66000366210938,222908000
2007-12-03,147.67999267578125,146430400
2007-12-04,146.36000061035156,136533900
2007-12-05,148.80999755859375,171130000
2007-12-06,150.94000244140625,154457400
2007-12-07,150.91000366210938,148980100
2007-12-10,152.0800018310547,123914300
2007-12-11,147.91000366210938,250346400
2007-12-12,149.3699951171875,322435600
2007-12-13,149.05999755859375,237551300
2007-12-14,147.1699981689453,159152900
2007-12-17,145.07000732421875,177269400
2007-12-18,145.8800048828125,245569300
2007-12-19,145.8800048828125,198917200
2007-12-20,146.8000030517578,214813800
2007-12-21,148.1300048828125,146084400
2007-12-24,149.22999572753906,45601400
2007-12-26,149.5500030517578,67093100
2007-12-27,147.6699981689453,122981700
2007-12-28,147.3000030517578,116398100
2007-12-31,146.2100067138672,108126800
2008-01-02,144.92999267578125,204935600
2008-01-03,144.86000061035156,125133300
2008-01-04,141.30999755859375,232330900
2008-01-07,141.19000244140625,234991000
2008-01-08,138.91000366210938,326365700
2008-01-09,140.3699951171875,301824900
2008-01-10,141.2899932861328,335701200
2008-01-11,140.14999389648438,267076600
2008-01-14,141.27999877929688,170365500
2008-01-15,138.1699981689453,239940100
2008-01-16,136.97999572753906,378802600
2008-01-17,133.42999267578125,397892600
2008-01-18,132.05999755859375,348561500
2008-01-22,130.72000122070312,435923700
2008-01-23,133.86000061035156,511913000
2008-01-24,134.99000549316406,259949300
2008-01-25,133.0399932861328,269603900
2008-01-28,135.24000549316406,217934600
2008-01-29,135.91000366210938,168968300
2008-01-30,134.91000366210938,334939200
2008-01-31,137.3699951171875,343680800
2008-02-01,139.5800018310547,206843600
2008-02-04,137.82000732421875,124694300
2008-02-05,134.1300048828125,286882500
2008-02-06,133.0500030517578,250792900
2008-02-07,133.92999267578125,297368100
2008-02-08,133.07000732421875,221643500
2008-02-11,133.75,188576300
2008-02-12,134.99000549316406,256654400
2008-02-13,136.3699951171875,181967800
2008-02-14,135.1699981689453,215207200
2008-02-15,135.13999938964844,154110300
2008-02-19,135.52000427246094,145190000
2008-02-20,135.9199981689453,220085700
2008-02-21,134.7899932861328,201051200
2008-02-22,135.6199951171875,205491000
2008-02-25,137.3300018310547,190107000
2008-02-26,138.36000061035156,212420700
2008-02-27,138.22000122070312,168395800
2008-02-28,136.8699951171875,170831100
2008-02-29,133.82000732421875,252715200
2008-03-03,133.5,189483500
2008-03-04,132.99000549316406,282513100
2008-03-05,133.8300018310547,270681400
2008-03-06,131.05999755859375,247911700
2008-03-07,129.7100067138672,326434600
2008-03-10,128.0,235683600
2008-03-11,132.60000610351562,341440600
2008-03-12,131.36000061035156,229161100
2008-03-13,131.64999389648438,351504200
2008-03-14,129.61000061035156,484687800
2008-03-17,128.3000030517578,405311100
2008-03-18,133.6300048828125,334416600
2008-03-19,130.32000732421875,345971600
2008-03-20,132.0800018310547,245320700
2008-03-24,134.72000122070312,208977300
2008-03-25,134.85000610351562,192947200
2008-03-26,133.1999969482422,196934300
2008-03-27,132.77999877929688,225153200
2008-03-28,131.50999450683594,180896100
2008-03-31,131.97000122070312,166692100
2008-04-01,136.61000061035156,254547300
2008-04-02,136.6999969482422,210910800
2008-04-03,137.0399932861328,175884800
2008-04-04,136.88999938964844,204446800
2008-04-07,136.9600067138672,154245500
2008-04-08,136.82000732421875,148937300
2008-04-09,135.8300018310547,195610600
2008-04-10,136.02000427246094,192967800
2008-04-11,133.3800048828125,222973300
2008-04-14,132.92999267578125,160522000
2008-04-15,133.24000549316406,172389200
2008-04-16,136.85000610351562,189268900
2008-04-17,137.0500030517578,179665700
2008-04-18,138.47999572753906,218530600
2008-04-21,138.5500030517578,118587400
2008-04-22,137.94000244140625,162166000
2008-04-23,137.72000122070312,193309000
2008-04-24,138.32000732421875,229381300
2008-04-25,139.60000610351562,190788100
2008-04-28,139.6300048828125,105610200
2008-04-29,139.0800018310547,125514100
2008-04-30,138.25999450683594,208395900
2008-05-01,141.1199951171875,187279500
2008-05-02,141.50999450683594,181585500
2008-05-05,140.8300018310547,118504500
2008-05-06,142.0500030517578,179339800
2008-05-07,139.52000427246094,199267300
2008-05-08,139.16000366210938,178321200
2008-05-09,138.89999389648438,152588200
2008-05-12,140.4600067138672,147865900
2008-05-13,140.47999572753906,159132200
2008-05-14,140.77000427246094,181910800
2008-05-15,142.52999877929688,166927000
2008-05-16,142.66000366210938,204236800
2008-05-19,143.0500030517578,165664400
2008-05-20,141.88999938964844,178552100
2008-05-21,139.49000549316406,252724800
2008-05-22,139.50999450683594,170820400
2008-05-23,137.63999938964844,181376400
2008-05-27,138.66000366210938,168322900
2008-05-28,139.3000030517578,181288100
2008-05-29,140.0,173927200
2008-05-30,140.35000610351562,117362000
2008-06-02,138.89999389648438,181069900
2008-06-03,138.08999633789062,271965700
2008-06-04,138.02000427246094,246637700
2008-06-05,140.77999877929688,237867100
2008-06-06,136.2899932861328,384276300
2008-06-09,136.6199951171875,228263900
2008-06-10,135.94000244140625,260234900
2008-06-11,133.94000244140625,283890100
2008-06-12,134.4499969482422,252791800
2008-06-13,136.14999389648438,244726900
2008-06-16,136.22999572753906,185832500
2008-06-17,135.57000732421875,191707700
2008-06-18,134.25,265893000
2008-06-19,134.4199981689453,304204900
2008-06-20,131.5800018310547,289275700
2008-06-23,131.4499969482422,165096400
2008-06-24,131.19000244140625,267300600
2008-06-25,131.80999755859375,287853900
2008-06-26,128.22999572753906,297775000
2008-06-27,127.52999877929688,303423400
2008-06-30,127.9800033569336,258842600
2008-07-01,128.3800048828125,388622000
2008-07-02,126.18000030517578,288064600
2008-07-03,126.30999755859375,239352500
2008-07-07,125.0199966430664,372427300
2008-07-08,127.23999786376953,375973700
2008-07-09,124.79000091552734,336729400
2008-07-10,125.30000305175781,436475700
2008-07-11,123.83999633789062,481124600
2008-07-14,122.72000122070312,322720800
2008-07-15,120.98999786376953,502502500
2008-07-16,123.95999908447266,371642900
2008-07-17,125.19999694824219,375490600
2008-07-18,125.9800033569336,267030100
2008-07-21,126.05000305175781,222863000
2008-07-22,127.4800033569336,296904200
2008-07-23,128.1699981689453,311698400
2008-07-24,125.51000213623047,248634500
2008-07-25,125.4800033569336,219131000
2008-07-28,123.63999938964844,205201300
2008-07-29,126.27999877929688,261505600
2008-07-30,128.52999877929688,354710000
2008-07-31,126.83000183105469,277402100
2008-08-01,126.16000366210938,248690900
2008-08-04,124.98999786376953,188239600
2008-08-05,128.36000061035156,251577600
2008-08-06,128.92999267578125,209555400
2008-08-07,127.01000213623047,246312500
2008-08-08,129.3699951171875,260811700
2008-08-11,130.7100067138672,249425800
2008-08-12,129.35000610351562,213200800
2008-08-13,128.57000732421875,256393200
2008-08-14,129.5399932861328,239555300
2008-08-15,130.1699981689453,181000800
2008-08-18,128.38999938964844,172275100
2008-08-19,126.98999786376953,194673700
2008-08-20,127.58000183105469,225498200
2008-08-21,127.80000305175781,180609800
2008-08-22,129.64999389648438,167715300
2008-08-25,127.0199966430664,171936900
2008-08-26,127.38999938964844,159117200
2008-08-27,128.6300048828125,171032800
2008-08-28,130.19000244140625,167537100
2008-08-29,128.7899932861328,189195800
2008-09-02,127.98999786376953,252364900
2008-09-03,127.87999725341797,251947000
2008-09-04,124.02999877929688,340042500
2008-09-05,124.41999816894531,289503400
2008-09-08,126.98999786376953,364075300
2008-09-09,123.22000122070312,377326800
2008-09-10,123.72000122070312,298916600
2008-09-11,125.51000213623047,375369400
2008-09-12,126.08999633789062,297851200
2008-09-15,120.08999633789062,483607000
2008-09-16,122.0999984741211,581744300
2008-09-17,116.61000061035156,624095600
2008-09-18,120.06999969482422,776114700
2008-09-19,124.12000274658203,501087800
2008-09-22,121.30999755859375,249966500
2008-09-23,118.55000305175781,327470400
2008-09-24,118.93000030517578,311818400
2008-09-25,120.79000091552734,328253000
2008-09-26,120.8499984741211,285917400
2008-09-29,111.37999725341797,459562300
2008-09-30,115.98999786376953,328154400
2008-10-01,116.05999755859375,332783000
2008-10-02,111.8499984741211,365337800
2008-10-03,110.33999633789062,461798000
2008-10-06,104.72000122070312,610637500
2008-10-07,100.02999877929688,540012100
2008-10-08,97.51000213623047,725414800
2008-10-09,90.69999694824219,534485200
2008-10-10,88.5,871026300
2008-10-13,101.3499984741211,455584000
2008-10-14,99.8499984741211,546268300
2008-10-15,90.0199966430664,484627500
2008-10-16,93.7699966430664,708811200
2008-10-17,93.20999908447266,476649000
2008-10-20,98.80999755859375,321294200
2008-10-21,95.86000061035156,356502000
2008-10-22,90.63999938964844,516168000
2008-10-23,91.69000244140625,634666400
2008-10-24,87.04000091552734,545812600
2008-10-27,83.94999694824219,397288600
2008-10-28,93.76000213623047,639939500
2008-10-29,93.08000183105469,531270100
2008-10-30,96.30000305175781,414582100
2008-10-31,96.83000183105469,411394000
2008-11-03,97.11000061035156,205419400
2008-11-04,100.41000366210938,346793400
2008-11-05,96.19000244140625,387844100
2008-11-06,90.86000061035156,477721900
2008-11-07,93.86000061035156,380391000
2008-11-10,92.62999725341797,301773000
2008-11-11,89.7699966430664,418498200
2008-11-12,85.81999969482422,454330600
2008-11-13,91.16999816894531,753141900
2008-11-14,86.62000274658203,540352300
2008-11-17,85.47000122070312,415254900
2008-11-18,87.08000183105469,523811800
2008-11-19,81.5,558327600
2008-11-20,75.44999694824219,814180400
2008-11-21,79.5199966430664,718536500
2008-11-24,85.02999877929688,523305300
2008-11-25,85.66000366210938,454112400
2008-11-26,88.97000122070312,370134200
2008-11-28,90.08999633789062,118308100
2008-12-01,82.11000061035156,369927100
2008-12-02,85.2699966430664,469508400
2008-12-03,87.31999969482422,519863500
2008-12-04,85.30000305175781,444173800
2008-12-05,87.93000030517578,471905300
2008-12-08,91.0,412859300
2008-12-09,89.5,370790000
2008-12-10,90.11000061035156,396187400
2008-12-11,87.94000244140625,365061000
2008-12-12,88.98999786376953,415060400
2008-12-15,87.75,256694200
2008-12-16,91.87999725341797,377699500
2008-12-17,90.98999786376953,281819800
2008-12-18,89.29000091552734,374673300
2008-12-19,88.19000244140625,301451300
2008-12-22,87.05999755859375,243759500
2008-12-23,86.16000366210938,221625200
2008-12-24,86.66000366210938,62061600
2008-12-26,87.16000366210938,74767700
2008-12-29,86.91000366210938,127795900
2008-12-30,88.97000122070312,168256300
2008-12-31,90.23999786376953,193987200
2009-01-02,92.95999908447266,227566300
2009-01-05,92.8499984741211,240349700
2009-01-06,93.47000122070312,328260900
2009-01-07,90.66999816894531,280899200
2009-01-08,91.04000091552734,263834400
2009-01-09,89.08999633789062,330953600
2009-01-12,86.94999694824219,277858500
2009-01-13,87.11000061035156,356432300
2009-01-14,84.37000274658203,435491600
2009-01-15,84.4000015258789,532647300
2009-01-16,85.05999755859375,399237200
2009-01-20,80.56999969482422,419855200
2009-01-21,84.05000305175781,364360700
2009-01-22,82.75,427940300
2009-01-23,83.11000061035156,386800600
2009-01-26,83.68000030517578,317978800
2009-01-27,84.52999877929688,273789700
2009-01-28,87.38999938964844,330007000
2009-01-29,84.55000305175781,294392500
2009-01-30,82.83000183105469,383383600
2009-02-02,82.58000183105469,288233300
2009-02-03,83.73999786376953,278385800
2009-02-04,83.33000183105469,322989300
2009-02-05,84.56999969482422,417679400
